Question_ID,Question,Metric,Answer_Position,Answer,Value,Value_Number,Value_Units,Value_Seconds,Is_Approximate
31,Most Successful International Managers (Major Titles),,10,Carlos Bilardo,WC 1986,1986.0,,,false
32,African Cup of Nations — Most Titles (Nations),titles,1,Egypt,7,7.0,titles,,false
32,African Cup of Nations — Most Titles (Nations),titles,2,Cameroon,5,5.0,titles,,false
32,African Cup of Nations — Most Titles (Nations),titles,3,Ghana,4,4.0,titles,,false
32,African Cup of Nations — Most Titles (Nations),titles,4,Nigeria,3,3.0,titles,,false
32,African Cup of Nations — Most Titles (Nations),titles,5,Ivory Coast,2,2.0,titles,,false
32,African Cup of Nations — Most Titles (Nations),titles,6,DR Congo,2,2.0,titles,,false
32,African Cup of Nations — Most Titles (Nations),titles,7,Algeria,2,2.0,titles,,false
32,African Cup of Nations — Most Titles (Nations),titles,8,Zambia,1,1.0,titles,,false
32,African Cup of Nations — Most Titles (Nations),titles,9,Senegal,1,1.0,titles,,false
32,African Cup of Nations — Most Titles (Nations),titles,10,Morocco,1,1.0,titles,,false
33,UEFA Champions League — Most Assists (Players),assists,1,Lionel Messi,40,40.0,assists,,false
33,UEFA Champions League — Most Assists (Players),assists,2,Cristiano Ronaldo,36,36.0,assists,,false
33,UEFA Champions League — Most Assists (Players),assists,3,Ángel Di María,36,36.0,assists,,false
33,UEFA Champions League — Most Assists (Players),assists,4,Cesc Fàbregas,28,28.0,assists,,false
33,UEFA Champions League — Most Assists (Players),assists,5,Thomas Müller,25,25.0,assists,,false
33,UEFA Champions League — Most Assists (Players),assists,6,Toni Kroos,24,24.0,assists,,false
33,UEFA Champions League — Most Assists (Players),assists,7,Karim Benzema,23,23.0,assists,,false
33,UEFA Champions League — Most Assists (Players),assists,8,Juan Mata,23,23.0,assists,,false
33,UEFA Champions League — Most Assists (Players),assists,9,Mesut Özil,22,22.0,assists,,false
33,UEFA Champions League — Most Assists (Players),assists,10,Xavi,21,21.0,assists,,false
34,Most Clean Sheets in Champions League (Players),clean_sheets,1,Iker Casillas,52,52.0,clean sheets,,false
34,Most Clean Sheets in Champions League (Players),clean_sheets,2,Gianluigi Buffon,45,45.0,clean sheets,,false
34,Most Clean Sheets in Champions League (Players),clean_sheets,3,Edwin van der Sar,40,40.0,clean sheets,,false
34,Most Clean Sheets in Champions League (Players),clean_sheets,4,Manuel Neuer,39,39.0,clean sheets,,false
34,Most Clean Sheets in Champions League (Players),clean_sheets,5,Petr Čech,35,35.0,clean sheets,,false
34,Most Clean Sheets in Champions League (Players),clean_sheets,6,Víctor Valdés,30,30.0,clean sheets,,false
34,Most Clean Sheets in Champions League (Players),clean_sheets,7,Keylor Navas,28,28.0,clean sheets,,false
34,Most Clean Sheets in Champions League (Players),clean_sheets,8,Marc-André ter Stegen,27,27.0,clean sheets,,false
34,Most Clean Sheets in Champions League (Players),clean_sheets,9,Thibaut Courtois,27,27.0,clean sheets,,false
34,Most Clean Sheets in Champions League (Players),clean_sheets,10,Alisson Becker,26,26.0,clean sheets,,false
35,Most Hat-Tricks in Champions League (Players),hat_tricks,1,Cristiano Ronaldo,8,8.0,hat-tricks,,false
35,Most Hat-Tricks in Champions League (Players),hat_tricks,2,Lionel Messi,8,8.0,hat-tricks,,false
35,Most Hat-Tricks in Champions League (Players),hat_tricks,3,Robert Lewandowski,7,7.0,hat-tricks,,false
35,Most Hat-Tricks in Champions League (Players),hat_tricks,4,Karim Benzema,6,6.0,hat-tricks,,false
35,Most Hat-Tricks in Champions League (Players),hat_tricks,5,Ruud van Nistelrooy,5,5.0,hat-tricks,,false
35,Most Hat-Tricks in Champions League (Players),hat_tricks,6,Erling Haaland,4,4.0,hat-tricks,,false
35,Most Hat-Tricks in Champions League (Players),hat_tricks,7,Harry Kane,4,4.0,hat-tricks,,false
35,Most Hat-Tricks in Champions League (Players),hat_tricks,8,Gareth Bale,4,4.0,hat-tricks,,false
35,Most Hat-Tricks in Champions League (Players),hat_tricks,9,Neymar,3,3.0,hat-tricks,,false
35,Most Hat-Tricks in Champions League (Players),hat_tricks,10,Mohamed Salah,3,3.0,hat-tricks,,false
36,Premier League — Most Appearances (Players),appearances,1,Gareth Barry,653,653.0,matches,,false
36,Premier League — Most Appearances (Players),appearances,2,Ryan Giggs,632,632.0,matches,,false
36,Premier League — Most Appearances (Players),appearances,3,Frank Lampard,609,609.0,matches,,false
36,Premier League — Most Appearances (Players),appearances,4,David James,572,572.0,matches,,false
36,Premier League — Most Appearances (Players),appearances,5,James Milner,600+,600.0,matches,,true
36,Premier League — Most Appearances (Players),appearances,6,Steven Gerrard,504,504.0,matches,,false
36,Premier League — Most Appearances (Players),appearances,7,Gary Neville,400+,400.0,matches,,true
36,Premier League — Most Appearances (Players),appearances,8,Phil Neville,505,505.0,matches,,false
36,Premier League — Most Appearances (Players),appearances,9,Emile Heskey,516,516.0,matches,,false
36,Premier League — Most Appearances (Players),appearances,10,Wayne Rooney,491,491.0,matches,,false
37,Premier League — Most Yellow Cards (Players),,1,Gareth Barry,123,123.0,,,false
37,Premier League — Most Yellow Cards (Players),,2,Lee Cattermole,111,111.0,,,false
37,Premier League — Most Yellow Cards (Players),,3,Patrick Vieira,110,110.0,,,false
37,Premier League — Most Yellow Cards (Players),,4,Wayne Rooney,101,101.0,,,false
37,Premier League — Most Yellow Cards (Players),,5,Kevin Davies,100,100.0,,,false
37,Premier League — Most Yellow Cards (Players),,6,Ashley Young,97,97.0,,,false
37,Premier League — Most Yellow Cards (Players),,7,Paul Scholes,97,97.0,,,false
37,Premier League — Most Yellow Cards (Players),,8,James Milner,90,90.0,,,false
37,Premier League — Most Yellow Cards (Players),,9,Tim Cahill,86,86.0,,,false
37,Premier League — Most Yellow Cards (Players),,10,Mark Noble,85,85.0,,,false
38,Premier League — Most Red Cards (Players),,1,Patrick Vieira,8,8.0,,,false
38,Premier League — Most Red Cards (Players),,2,Duncan Ferguson,8,8.0,,,false
38,Premier League — Most Red Cards (Players),,3,Richard Dunne,8,8.0,,,false
38,Premier League — Most Red Cards (Players),,4,Lee Cattermole,8,8.0,,,false
38,Premier League — Most Red Cards (Players),,5,Joey Barton,6,6.0,,,false
38,Premier League — Most Red Cards (Players),,6,Pablo Zabaleta,6,6.0,,,false
38,Premier League — Most Red Cards (Players),,7,Carlos Tevez,4,4.0,,,false
38,Premier League — Most Red Cards (Players),,8,Ivan Campo,4,4.0,,,false
38,Premier League — Most Red Cards (Players),,9,Gary Cahill,3,3.0,,,false
38,Premier League — Most Red Cards (Players),,10,Vincent Kompany,3,3.0,,,false
39,Premier League — Most Assists in a Single Season,assists,1,Kevin De Bruyne,20 (2019–20),20.0,assists,,false
39,Premier League — Most Assists in a Single Season,assists,2,Thierry Henry,20 (2002–03),20.0,assists,,false
39,Premier League — Most Assists in a Single Season,assists,3,Mesut Özil,19 (2015–16),19.0,assists,,false
39,Premier League — Most Assists in a Single Season,assists,4,Cesc Fàbregas,18 (2009–10),18.0,assists,,false
39,Premier League — Most Assists in a Single Season,assists,5,Frank Lampard,18 (2004–05),18.0,assists,,false
39,Premier League — Most Assists in a Single Season,assists,6,Dennis Bergkamp,18 (1999–2000),18.0,assists,,false
39,Premier League — Most Assists in a Single Season,assists,7,Wayne Rooney,17 (2009–10),17.0,assists,,false
39,Premier League — Most Assists in a Single Season,assists,8,Eden Hazard,15 (2014–15),15.0,assists,,false
39,Premier League — Most Assists in a Single Season,assists,9,Robin van Persie,15 (2012–13),15.0,assists,,false
39,Premier League — Most Assists in a Single Season,assists,10,Mohamed Salah,13 (2022–23),13.0,assists,,false
40,Fastest Premier League Hat-Tricks (Match Time),hat_tricks,1,Sadio Mané,2m 56s (2015),176.0,sec,176,false
40,Fastest Premier League Hat-Tricks (Match Time),hat_tricks,2,Robbie Fowler,4m 33s (1994),273.0,sec,273,false
40,Fastest Premier League Hat-Tricks (Match Time),hat_tricks,3,Jermain Defoe,5m 00s (2009),300.0,sec,300,false
40,Fastest Premier League Hat-Tricks (Match Time),hat_tricks,4,Michael Owen,5m 43s (1998),343.0,sec,343,false
40,Fastest Premier League Hat-Tricks (Match Time),hat_tricks,5,Ollie Watkins,6m 12s (2022),372.0,sec,372,false
40,Fastest Premier League Hat-Tricks (Match Time),hat_tricks,6,David Nugent,6m 48s (2007),408.0,sec,408,false
40,Fastest Premier League Hat-Tricks (Match Time),hat_tricks,7,Marcus Rashford,7m 34s (2020),454.0,sec,454,false
40,Fastest Premier League Hat-Tricks (Match Time),hat_tricks,8,Dimitar Berbatov,8m 57s (2010),537.0,sec,537,false
40,Fastest Premier League Hat-Tricks (Match Time),hat_tricks,9,Tomas Rosicky,9m 07s (2008),547.0,sec,547,false
40,Fastest Premier League Hat-Tricks (Match Time),hat_tricks,10,Andy Carroll,9m 25s (2010),565.0,sec,565,false
41,Most Consecutive League Wins (Top 5 Leagues),,1,Bayern Munich,19 (Bundesliga),19.0,,,false
41,Most Consecutive League Wins (Top 5 Leagues),,2,Juventus,17 (Serie A),17.0,,,false
41,Most Consecutive League Wins (Top 5 Leagues),,3,Paris Saint-Germain,16 (Ligue 1),16.0,,,false
41,Most Consecutive League Wins (Top 5 Leagues),,4,Celtic,15 (Scotland),15.0,,,false
41,Most Consecutive League Wins (Top 5 Leagues),,5,Barcelona,14 (La Liga),14.0,,,false
41,Most Consecutive League Wins (Top 5 Leagues),,6,Real Madrid,13 (La Liga),13.0,,,false
41,Most Consecutive League Wins (Top 5 Leagues),,7,Manchester City,12 (Premier League),12.0,,,false
41,Most Consecutive League Wins (Top 5 Leagues),,8,Ajax,12 (Eredivisie),12.0,,,false
41,Most Consecutive League Wins (Top 5 Leagues),,9,Porto,11 (Portugal),11.0,,,false
41,Most Consecutive League Wins (Top 5 Leagues),,10,Benfica,11 (Portugal),11.0,,,false
42,National Teams with Longest Unbeaten Runs,,1,Italy,37 (2018–2021),37.0,,,false
42,National Teams with Longest Unbeaten Runs,,2,Spain,35 (2007–2009),35.0,,,false
42,National Teams with Longest Unbeaten Runs,,3,Brazil,33 (1993–1996),33.0,,,false
42,National Teams with Longest Unbeaten Runs,,4,Argentina,31 (2020–2022),31.0,,,false
42,National Teams with Longest Unbeaten Runs,,5,England,30 (2020–present),30.0,,,false
42,National Teams with Longest Unbeaten Runs,,6,France,30 (2018–2020),30.0,,,false
42,National Teams with Longest Unbeaten Runs,,7,Germany,23 (2012–2014),23.0,,,false
42,National Teams with Longest Unbeaten Runs,,8,Belgium,23 (2018–2020),23.0,,,false
42,National Teams with Longest Unbeaten Runs,,9,Netherlands,18 (2013–2014),18.0,,,false
42,National Teams with Longest Unbeaten Runs,,10,Portugal,23 (2019–2021),23.0,,,false
44,Most FIFA World Cup Appearances (Players),appearances,1,Lionel Messi,5,5.0,matches,,false
44,Most FIFA World Cup Appearances (Players),appearances,2,Cristiano Ronaldo,5,5.0,matches,,false
44,Most FIFA World Cup Appearances (Players),appearances,3,Lothar Matthäus,5,5.0,matches,,false
44,Most FIFA World Cup Appearances (Players),appearances,4,Gianluigi Buffon,5,5.0,matches,,false
44,Most FIFA World Cup Appearances (Players),appearances,5,Antonio Carbajal,5,5.0,matches,,false
44,Most FIFA World Cup Appearances (Players),appearances,6,Rafael Márquez,5,5.0,matches,,false
44,Most FIFA World Cup Appearances (Players),appearances,7,Paolo Maldini,4,4.0,matches,,false
44,Most FIFA World Cup Appearances (Players),appearances,8,Miroslav Klose,4,4.0,matches,,false
44,Most FIFA World Cup Appearances (Players),appearances,9,Cafu,4,4.0,matches,,false
44,Most FIFA World Cup Appearances (Players),appearances,10,Diego Maradona,4,4.0,matches,,false
45,Most La Liga Hat-Tricks (Players),hat_tricks,1,Lionel Messi,36,36.0,hat-tricks,,false
45,Most La Liga Hat-Tricks (Players),hat_tricks,2,Cristiano Ronaldo,34,34.0,hat-tricks,,false
45,Most La Liga Hat-Tricks (Players),hat_tricks,3,Alfredo Di Stéfano,22,22.0,hat-tricks,,false
45,Most La Liga Hat-Tricks (Players),hat_tricks,4,Telmo Zarra,22,22.0,hat-tricks,,false
45,Most La Liga Hat-Tricks (Players),hat_tricks,5,Hugo Sánchez,21,21.0,hat-tricks,,false
45,Most La Liga Hat-Tricks (Players),hat_tricks,6,Bata,19,19.0,hat-tricks,,false
45,Most La Liga Hat-Tricks (Players),hat_tricks,7,Edmundo Suárez,18,18.0,hat-tricks,,false
45,Most La Liga Hat-Tricks (Players),hat_tricks,8,Quini,17,17.0,hat-tricks,,false
45,Most La Liga Hat-Tricks (Players),hat_tricks,9,Pahiño,17,17.0,hat-tricks,,false
45,Most La Liga Hat-Tricks (Players),hat_tricks,10,Raúl,16,16.0,hat-tricks,,false
46,Men’s International Hat-Tricks (Most),hat_tricks,1,Cristiano Ronaldo,10,10.0,hat-tricks,,false
46,Men’s International Hat-Tricks (Most),hat_tricks,2,Romelu Lukaku,8,8.0,hat-tricks,,false
46,Men’s International Hat-Tricks (Most),hat_tricks,3,Lionel Messi,8,8.0,hat-tricks,,false
46,Men’s International Hat-Tricks (Most),hat_tricks,4,Ali Daei,8,8.0,hat-tricks,,false
46,Men’s International Hat-Tricks (Most),hat_tricks,5,Pelé,7,7.0,hat-tricks,,false
46,Men’s International Hat-Tricks (Most),hat_tricks,6,Robert Lewandowski,6,6.0,hat-tricks,,false
46,Men’s International Hat-Tricks (Most),hat_tricks,7,Gerd Müller,6,6.0,hat-tricks,,false
46,Men’s International Hat-Tricks (Most),hat_tricks,8,Gabriel Batistuta,6,6.0,hat-tricks,,false
46,Men’s International Hat-Tricks (Most),hat_tricks,9,Miroslav Klose,6,6.0,hat-tricks,,false
46,Men’s International Hat-Tricks (Most),hat_tricks,10,David Villa,6,6.0,hat-tricks,,false
47,Women’s Internationals — Most Caps,appearances,1,Kristine Lilly,354,354.0,matches,,false
47,Women’s Internationals — Most Caps,appearances,2,Christine Sinclair,330+,330.0,matches,,true
47,Women’s Internationals — Most Caps,appearances,3,Carli Lloyd,316,316.0,matches,,false
47,Women’s Internationals — Most Caps,appearances,4,Formiga,312,312.0,matches,,false
47,Women’s Internationals — Most Caps,appearances,5,Christie Pearce,311,311.0,matches,,false
47,Women’s Internationals — Most Caps,appearances,6,Saki Kumagai,290,290.0,matches,,false
47,Women’s Internationals — Most Caps,appearances,7,Aya Miyama,252,252.0,matches,,false
47,Women’s Internationals — Most Caps,appearances,8,Heather Mitts,205,205.0,matches,,false
47,Women’s Internationals — Most Caps,appearances,9,Alex Morgan,200+,200.0,matches,,true
47,Women’s Internationals — Most Caps,appearances,10,Marta,182,182.0,matches,,false
48,Women’s International Top Scorers,goals,1,Christine Sinclair,193+,193.0,goals,,true
48,Women’s International Top Scorers,goals,2,Abby Wambach,184,184.0,goals,,false
48,Women’s International Top Scorers,goals,3,Mia Hamm,158,158.0,goals,,false
48,Women’s International Top Scorers,goals,4,Carli Lloyd,128,128.0,goals,,false
48,Women’s International Top Scorers,goals,5,Birgit Prinz,128,128.0,goals,,false
48,Women’s International Top Scorers,goals,6,Alex Morgan,125+,125.0,goals,,true
48,Women’s International Top Scorers,goals,7,Marta,115,115.0,goals,,false
48,Women’s International Top Scorers,goals,8,Julie Fleeting,116,116.0,goals,,false
48,Women’s International Top Scorers,goals,9,Vivianne Miedema,100+,100.0,goals,,true
48,Women’s International Top Scorers,goals,10,Sam Kerr,70+,70.0,goals,,true
49,Premier League — Fastest Goals Ever Scored,goals,1,Shane Long,"7.69 sec (2019, Southampton vs Watford)",7.69,sec,8,false
49,Premier League — Fastest Goals Ever Scored,goals,2,Philip Billing,"9.11 sec (2023, Bournemouth vs Arsenal)",9.11,sec,9,false
49,Premier League — Fastest Goals Ever Scored,goals,3,Ledley King,"9.82 sec (2000, Tottenham vs Bradford)",9.82,sec,10,false
49,Premier League — Fastest Goals Ever Scored,goals,4,Alan Shearer,"10.52 sec (2003, Newcastle vs Man City)",10.52,sec,11,false
49,Premier League — Fastest Goals Ever Scored,goals,5,Christian Eriksen,"10.54 sec (2018, Tottenham vs Man United)",10.54,sec,11,false
49,Premier League — Fastest Goals Ever Scored,goals,6,Mark Viduka,"11.9 sec (2000, Leeds vs Charlton)",11.9,sec,12,false
49,Premier League — Fastest Goals Ever Scored,goals,7,Dwight Yorke,"12.16 sec (1995, Aston Villa vs Coventry)",12.16,sec,12,false
49,Premier League — Fastest Goals Ever Scored,goals,8,Chris Sutton,"12.94 sec (1994, Blackburn vs Everton)",12.94,sec,13,false
49,Premier League — Fastest Goals Ever Scored,goals,9,Kevin Nolan,"13.48 sec (2011, Bolton vs Blackburn)",13.48,sec,13,false
49,Premier League — Fastest Goals Ever Scored,goals,10,James Beattie,"13.52 sec (2004, Southampton vs Chelsea)",13.52,sec,14,false
50,Youngest Premier League Goalscorers,goals,1,James Vaughan,"16y 271d (Everton, 2005)",16.0,goals,,false
50,Youngest Premier League Goalscorers,goals,2,Ethan Nwaneri,"15y 181d (Arsenal, 2022)",15.0,goals,,false
50,Youngest Premier League Goalscorers,goals,3,James Milner,"16y 356d (Leeds, 2002)",16.0,goals,,false
50,Youngest Premier League Goalscorers,goals,4,Wayne Rooney,"16y 360d (Everton, 2002)",16.0,goals,,false
50,Youngest Premier League Goalscorers,goals,5,Cesc Fàbregas,"17y 113d (Arsenal, 2004)",17.0,goals,,false
50,Youngest Premier League Goalscorers,goals,6,Michael Owen,"17y 143d (Liverpool, 1997)",17.0,goals,,false
50,Youngest Premier League Goalscorers,goals,7,Federico Macheda,"17y 226d (Man United, 2009)",17.0,goals,,false
50,Youngest Premier League Goalscorers,goals,8,Raheem Sterling,"17y 317d (Liverpool, 2012)",17.0,goals,,false
50,Youngest Premier League Goalscorers,goals,9,Mikael Forssell,"17y 342d (Chelsea, 1998)",17.0,goals,,false
50,Youngest Premier League Goalscorers,goals,10,Matthew Briggs,"18y 65d (Fulham, 2007)",18.0,goals,,false
51,Oldest Premier League Goalscorers,goals,1,Teddy Sheringham,"40y 268d (West Ham, 2006)",40.0,goals,,false
51,Oldest Premier League Goalscorers,goals,2,Thiago Silva,"39y 198d (Chelsea, 2024)",39.0,goals,,false
51,Oldest Premier League Goalscorers,goals,3,Ashley Young,"39y 149d (Watford, 2024)",39.0,goals,,false
51,Oldest Premier League Goalscorers,goals,4,Ryan Giggs,"39y 87d (Man United, 2013)",39.0,goals,,false
51,Oldest Premier League Goalscorers,goals,5,Stuart Pearce,"38y 216d (West Ham, 2000)",38.0,goals,,false
51,Oldest Premier League Goalscorers,goals,6,Jamie Vardy,"38y 128d (Leicester, 2025)",38.0,goals,,false
51,Oldest Premier League Goalscorers,goals,7,Graham Alexander,"38y 183d (Burnley, 2010)",38.0,goals,,false
51,Oldest Premier League Goalscorers,goals,8,Mark Hughes,"38y 150d (Southampton, 2002)",38.0,goals,,false
51,Oldest Premier League Goalscorers,goals,9,Peter Schmeichel,"37y 337d (Aston Villa, 2001)",37.0,goals,,false
51,Oldest Premier League Goalscorers,goals,10,Frank Lampard,"36y 338d (Man City, 2015)",36.0,goals,,false
52,Fastest Premier League Hat-Tricks (First to Third Goal),hat_tricks,1,Sadio Mané,"2m 56s (2015, Southampton vs Villa)",176.0,sec,176,false
52,Fastest Premier League Hat-Tricks (First to Third Goal),hat_tricks,2,Robbie Fowler,"4m 33s (1994, Liverpool vs Arsenal)",273.0,sec,273,false
52,Fastest Premier League Hat-Tricks (First to Third Goal),hat_tricks,3,Jermain Defoe,"7m (2009, Spurs vs Wigan)",420,sec,420,false
52,Fastest Premier League Hat-Tricks (First to Third Goal),hat_tricks,4,Gabriel Agbonlahor,"7m 18s (2008, Villa vs Man City)",438.0,sec,438,false
52,Fastest Premier League Hat-Tricks (First to Third Goal),hat_tricks,5,Ian Marshall,"7m 37s (1997, Leicester vs Derby)",457.0,sec,457,false
52,Fastest Premier League Hat-Tricks (First to Third Goal),hat_tricks,6,Robin van Persie,"8m 10s (2011, Arsenal vs Wigan)",490.0,sec,490,false
52,Fastest Premier League Hat-Tricks (First to Third Goal),hat_tricks,7,Andy Carroll,"8m 30s (2010, Newcastle vs Villa)",510.0,sec,510,false
52,Fastest Premier League Hat-Tricks (First to Third Goal),hat_tricks,8,Harry Kane,"8m 41s (2017, Spurs vs Leicester)",521.0,sec,521,false
52,Fastest Premier League Hat-Tricks (First to Third Goal),hat_tricks,9,Kevin Nolan,"9m (2006, Bolton vs West Ham)",540,sec,540,false
52,Fastest Premier League Hat-Tricks (First to Third Goal),hat_tricks,10,Cole Palmer,"9m 46s (2024, Chelsea vs Brighton)",586.0,sec,586,false
53,Premier League — Most Assists (All-Time),assists,1,Ryan Giggs,162,162.0,assists,,false
53,Premier League — Most Assists (All-Time),assists,2,Kevin De Bruyne,121+,121.0,assists,,true
53,Premier League — Most Assists (All-Time),assists,3,Cesc Fàbregas,112,112.0,assists,,false
53,Premier League — Most Assists (All-Time),assists,4,Wayne Rooney,106,106.0,assists,,false
53,Premier League — Most Assists (All-Time),assists,5,Frank Lampard,102,102.0,assists,,false
53,Premier League — Most Assists (All-Time),assists,6,Steven Gerrard,99,99.0,assists,,false
53,Premier League — Most Assists (All-Time),assists,7,David Silva,95,95.0,assists,,false
53,Premier League — Most Assists (All-Time),assists,8,James Milner,90,90.0,assists,,false
53,Premier League — Most Assists (All-Time),assists,9,Mohamed Salah,86,86.0,assists,,false
53,Premier League — Most Assists (All-Time),assists,10,Thierry Henry,81,81.0,assists,,false
54,Premier League — Most Free-Kick Goals,goals,1,David Beckham,18,18.0,goals,,false
54,Premier League — Most Free-Kick Goals,goals,2,James Ward-Prowse,17,17.0,goals,,false
54,Premier League — Most Free-Kick Goals,goals,3,Thierry Henry,12,12.0,goals,,false
54,Premier League — Most Free-Kick Goals,goals,4,Gianfranco Zola,12,12.0,goals,,false
54,Premier League — Most Free-Kick Goals,goals,5,Cristiano Ronaldo,12,12.0,goals,,false
54,Premier League — Most Free-Kick Goals,goals,6,Laurent Robert,11,11.0,goals,,false
54,Premier League — Most Free-Kick Goals,goals,7,Sebastian Larsson,11,11.0,goals,,false
54,Premier League — Most Free-Kick Goals,goals,8,Ian Harte,10,10.0,goals,,false
54,Premier League — Most Free-Kick Goals,goals,9,Morten Gamst Pedersen,10,10.0,goals,,false
54,Premier League — Most Free-Kick Goals,goals,10,Nolberto Solano,9,9.0,goals,,false
55,Premier League — Most Clean Sheets (Goalkeepers),clean_sheets,1,Petr Čech,202,202.0,clean sheets,,false
55,Premier League — Most Clean Sheets (Goalkeepers),clean_sheets,2,David James,169,169.0,clean sheets,,false
55,Premier League — Most Clean Sheets (Goalkeepers),clean_sheets,3,Mark Schwarzer,151,151.0,clean sheets,,false
55,Premier League — Most Clean Sheets (Goalkeepers),clean_sheets,4,David Seaman,141,141.0,clean sheets,,false
55,Premier League — Most Clean Sheets (Goalkeepers),clean_sheets,5,Edwin van der Sar,132,132.0,clean sheets,,false
55,Premier League — Most Clean Sheets (Goalkeepers),clean_sheets,6,Tim Howard,132,132.0,clean sheets,,false
55,Premier League — Most Clean Sheets (Goalkeepers),clean_sheets,7,Brad Friedel,132,132.0,clean sheets,,false
55,Premier League — Most Clean Sheets (Goalkeepers),clean_sheets,8,Pepe Reina,136,136.0,clean sheets,,false
55,Premier League — Most Clean Sheets (Goalkeepers),clean_sheets,9,Joe Hart,127,127.0,clean sheets,,false
55,Premier League — Most Clean Sheets (Goalkeepers),clean_sheets,10,Alisson Becker,100+,100.0,clean sheets,,true
56,Premier League — Most Hat-Tricks (Players),hat_tricks,1,Sergio Agüero,12,12.0,hat-tricks,,false
56,Premier League — Most Hat-Tricks (Players),hat_tricks,2,Alan Shearer,11,11.0,hat-tricks,,false
56,Premier League — Most Hat-Tricks (Players),hat_tricks,3,Robbie Fowler,9,9.0,hat-tricks,,false
56,Premier League — Most Hat-Tricks (Players),hat_tricks,4,Harry Kane,9,9.0,hat-tricks,,false
56,Premier League — Most Hat-Tricks (Players),hat_tricks,5,Thierry Henry,8,8.0,hat-tricks,,false
56,Premier League — Most Hat-Tricks (Players),hat_tricks,6,Michael Owen,8,8.0,hat-tricks,,false
56,Premier League — Most Hat-Tricks (Players),hat_tricks,7,Wayne Rooney,7,7.0,hat-tricks,,false
56,Premier League — Most Hat-Tricks (Players),hat_tricks,8,Andrew Cole,7,7.0,hat-tricks,,false
56,Premier League — Most Hat-Tricks (Players),hat_tricks,9,Luis Suárez,6,6.0,hat-tricks,,false
56,Premier League — Most Hat-Tricks (Players),hat_tricks,10,Jermain Defoe,5,5.0,hat-tricks,,false
57,Premier League Managers — Most Wins,wins,1,Sir Alex Ferguson,528,528.0,wins,,false
57,Premier League Managers — Most Wins,wins,2,Arsène Wenger,422,422.0,wins,,false
57,Premier League Managers — Most Wins,wins,3,David Moyes,333,333.0,wins,,false
57,Premier League Managers — Most Wins,wins,4,Harry Redknapp,236,236.0,wins,,false
57,Premier League Managers — Most Wins,wins,5,Sam Allardyce,236,236.0,wins,,false
57,Premier League Managers — Most Wins,wins,6,Pep Guardiola,210+,210.0,wins,,true
57,Premier League Managers — Most Wins,wins,7,José Mourinho,217,217.0,wins,,false
57,Premier League Managers — Most Wins,wins,8,Jürgen Klopp,209,209.0,wins,,false
57,Premier League Managers — Most Wins,wins,9,Rafa Benítez,128,128.0,wins,,false
57,Premier League Managers — Most Wins,wins,10,Carlo Ancelotti,115,115.0,wins,,false
58,Fastest Red Cards in Premier League (From Kick-Off),,1,Keith Gillespie,"9 sec (1997, Man Utd)",9.0,sec,9,false
58,Fastest Red Cards in Premier League (From Kick-Off),,2,David Prutton,14 sec,14.0,sec,14,false
58,Fastest Red Cards in Premier League (From Kick-Off),,3,Lee Cattermole,24 sec,24.0,sec,24,false
58,Fastest Red Cards in Premier League (From Kick-Off),,4,Pablo Zabaleta,27 sec,27.0,sec,27,false
58,Fastest Red Cards in Premier League (From Kick-Off),,5,Jos Hooiveld,47 sec,47.0,sec,47,false
58,Fastest Red Cards in Premier League (From Kick-Off),,6,Jon Walters,75 sec,75.0,sec,75,false
58,Fastest Red Cards in Premier League (From Kick-Off),,7,Nicolas Anelka,88 sec,88.0,sec,88,false
58,Fastest Red Cards in Premier League (From Kick-Off),,8,Alberto Aquilani,101 sec,101.0,sec,101,false
58,Fastest Red Cards in Premier League (From Kick-Off),,9,Kyle Walker,133 sec,133.0,sec,133,false
58,Fastest Red Cards in Premier League (From Kick-Off),,10,Gustavo Poyet,144 sec,144.0,sec,144,false
59,Premier League Clubs — Most Away Wins in a Season,,1,Man City,16 (2017–18),16.0,,,false
59,Premier League Clubs — Most Away Wins in a Season,,2,Liverpool,15 (2019–20),15.0,,,false
59,Premier League Clubs — Most Away Wins in a Season,,3,Chelsea,15 (2004–05),15.0,,,false
59,Premier League Clubs — Most Away Wins in a Season,,4,Man United,14 (2008–09),14.0,,,false
59,Premier League Clubs — Most Away Wins in a Season,,5,Arsenal,14 (2003–04),14.0,,,false
59,Premier League Clubs — Most Away Wins in a Season,,6,Tottenham,13 (2016–17),13.0,,,false
59,Premier League Clubs — Most Away Wins in a Season,,7,Newcastle,12 (1995–96),12.0,,,false
59,Premier League Clubs — Most Away Wins in a Season,,8,Leicester,12 (2015–16),12.0,,,false
59,Premier League Clubs — Most Away Wins in a Season,,9,Leeds,11 (1991–92),11.0,,,false
59,Premier League Clubs — Most Away Wins in a Season,,10,Everton,11 (1984–85),11.0,,,false
60,Stadiums — Highest PL Attendances,attendance,1,Old Trafford (Man United),"76,000",76.0,people,,false
60,Stadiums — Highest PL Attendances,attendance,2,Tottenham Hotspur Stadium,"62,000",62.0,people,,false
60,Stadiums — Highest PL Attendances,attendance,3,Emirates (Arsenal),"60,000",60.0,people,,false
60,Stadiums — Highest PL Attendances,attendance,4,London Stadium (West Ham),"60,000",60.0,people,,false
