global_game_id,global_game_number,source_file,source_file_without_extension,match_date_clean,competition_clean,match_teams,team_name,player_name,position,jersey_number,nationality,team_id,description,formation,season,competition,oppenent,player_id,x_position,y_position,temp_match_id
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,atalanta_2019_20_ucl_qf,Hans Hateboer,RB,33,Netherlands,508,Atalanta – 2019/20 Champions League quarterfinalists,3-4-1-2,2019-20,Serie A,Lazio,hateboer_hans,0.82,0.8,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,atalanta_2019_20_ucl_qf,Josip Iličić,RST,72,Slovenia,508,Atalanta – 2019/20 Champions League quarterfinalists,3-4-1-2,2019-20,Serie A,Lazio,ilicic_josip,0.6,0.2,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,atalanta_2019_20_ucl_qf,Duván Zapata,LST,91,Colombia,508,Atalanta – 2019/20 Champions League quarterfinalists,3-4-1-2,2019-20,Serie A,Lazio,zapata_duvan,0.4,0.2,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,atalanta_2019_20_ucl_qf,Pierluigi Gollini,GK,95,Italy,508,Atalanta – 2019/20 Champions League quarterfinalists,3-4-1-2,2019-20,Serie A,Lazio,gollini_pierluigi,0.5,0.95,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,olympiacos_2019_20_arsenal_win,José Sá,GK,1,Portugal,507,Olympiacos – 2019/20 UEL shock win vs Arsenal,4-3-3,2019-20,Europa League,Arsenal,sa_jose,0.5,0.95,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,olympiacos_2019_20_arsenal_win,Mady Camara,RCM,4,Guinea,507,Olympiacos – 2019/20 UEL shock win vs Arsenal,4-3-3,2019-20,Europa League,Arsenal,camara_mady,0.62,0.6,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,olympiacos_2019_20_arsenal_win,Andreas Bouchalakis,DM,5,Greece,507,Olympiacos – 2019/20 UEL shock win vs Arsenal,4-3-3,2019-20,Europa League,Arsenal,bouchalakis_andreas,0.5,0.65,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,olympiacos_2019_20_arsenal_win,Youssef El-Arabi,ST,11,Morocco,507,Olympiacos – 2019/20 UEL shock win vs Arsenal,4-3-3,2019-20,Europa League,Arsenal,el_arabi_youssef,0.5,0.18,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,olympiacos_2019_20_arsenal_win,Omar Elabdellaoui,RB,14,Norway,507,Olympiacos – 2019/20 UEL shock win vs Arsenal,4-3-3,2019-20,Europa League,Arsenal,elabdellaoui_omar,0.82,0.8,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,olympiacos_2019_20_arsenal_win,Giorgos Masouras,RW,19,Greece,507,Olympiacos – 2019/20 UEL shock win vs Arsenal,4-3-3,2019-20,Europa League,Arsenal,masouras_giorgos,0.82,0.32,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,olympiacos_2019_20_arsenal_win,Kostas Tsimikas,LB,21,Greece,507,Olympiacos – 2019/20 UEL shock win vs Arsenal,4-3-3,2019-20,Europa League,Arsenal,tsimikas_kostas,0.18,0.8,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,olympiacos_2019_20_arsenal_win,Ousseynou Ba,RCB,24,Senegal,507,Olympiacos – 2019/20 UEL shock win vs Arsenal,4-3-3,2019-20,Europa League,Arsenal,ba_ousseynou,0.65,0.85,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,olympiacos_2019_20_arsenal_win,Mathieu Valbuena,LCM,28,France,507,Olympiacos – 2019/20 UEL shock win vs Arsenal,4-3-3,2019-20,Europa League,Arsenal,valbuena_mathieu,0.38,0.6,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,olympiacos_2019_20_arsenal_win,Pape Abou Cissé,LCB,66,Senegal,507,Olympiacos – 2019/20 UEL shock win vs Arsenal,4-3-3,2019-20,Europa League,Arsenal,cisse_pape_abou,0.35,0.85,3
28,28,missing_xi_extra.csv,missing_xi_extra,Unknown,Europa League,olympiacos_2019_20_arsenal_win vs atalanta_2019_20_ucl_qf,olympiacos_2019_20_arsenal_win,Lazar Randjelović,LW,97,Serbia,507,Olympiacos – 2019/20 UEL shock win vs Arsenal,4-3-3,2019-20,Europa League,Arsenal,randjelovic_lazar,0.18,0.32,3
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,borussia_dortmund_2016,Roman Weidenfeller,GK,1,Germany,1001,"Dortmund 8–4 Legia (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Legia Warszawa,weidenfeller_roman,0.5,0.95,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,borussia_dortmund_2016,Marc Bartra,LCB,5,Spain,1001,"Dortmund 8–4 Legia (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Legia Warszawa,bartra_marc,0.35,0.85,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,borussia_dortmund_2016,Ousmane Dembélé,RW,7,France,1001,"Dortmund 8–4 Legia (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Legia Warszawa,dembele_ousmane,0.82,0.35,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,borussia_dortmund_2016,Nuri Sahin,LCM,8,Turkey,1001,"Dortmund 8–4 Legia (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Legia Warszawa,sahin_nuri,0.38,0.6,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,borussia_dortmund_2016,Marco Reus,ST,11,Germany,1001,"Dortmund 8–4 Legia (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Legia Warszawa,reus_marco,0.5,0.2,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,borussia_dortmund_2016,Sebastian Rode,RB,18,Germany,1001,"Dortmund 8–4 Legia (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Legia Warszawa,rode_sebastian,0.82,0.8,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,borussia_dortmund_2016,Christian Pulisic,LW,22,United States,1001,"Dortmund 8–4 Legia (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Legia Warszawa,pulisic_christian,0.18,0.35,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,borussia_dortmund_2016,Shinji Kagawa,CAM,23,Japan,1001,"Dortmund 8–4 Legia (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Legia Warszawa,kagawa_shinji,0.5,0.42,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,borussia_dortmund_2016,Gonzalo Castro,RCM,27,Germany,1001,"Dortmund 8–4 Legia (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Legia Warszawa,castro_gonzalo,0.62,0.6,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,borussia_dortmund_2016,Matthias Ginter,RCB,28,Germany,1001,"Dortmund 8–4 Legia (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Legia Warszawa,ginter_matthias,0.65,0.85,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,borussia_dortmund_2016,Felix Passlack,LB,30,Germany,1001,"Dortmund 8–4 Legia (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Legia Warszawa,passlack_felix,0.18,0.8,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,legia_warszawa_2016,Michał Pazdan,LCB,2,Poland,1002,"Legia 4–8 Dortmund (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Borussia Dortmund,pazdan_michal,0.35,0.85,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,legia_warszawa_2016,Jakub Czerwiński,RCB,4,Poland,1002,"Legia 4–8 Dortmund (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Borussia Dortmund,czerwinski_jakub,0.65,0.85,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,legia_warszawa_2016,Guilherme,RW,6,Brazil,1002,"Legia 4–8 Dortmund (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Borussia Dortmund,guilherme_costa,0.82,0.35,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,legia_warszawa_2016,Vadis Odjidja-Ofoe,LCM,8,Belgium,1002,"Legia 4–8 Dortmund (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Borussia Dortmund,odjidja_vadis,0.38,0.6,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,legia_warszawa_2016,Michał Kopczyński,RCM,15,Poland,1002,"Legia 4–8 Dortmund (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Borussia Dortmund,kopczynski_michal,0.62,0.6,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,legia_warszawa_2016,Michał Kucharczyk,LW,18,Poland,1002,"Legia 4–8 Dortmund (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Borussia Dortmund,kucharczyk_michal,0.18,0.35,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,legia_warszawa_2016,Bartosz Bereszyński,RB,19,Poland,1002,"Legia 4–8 Dortmund (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Borussia Dortmund,bereszynski_bartosz,0.82,0.8,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,legia_warszawa_2016,Jakub Rzeźniczak,LB,25,Poland,1002,"Legia 4–8 Dortmund (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Borussia Dortmund,rzezniczak_jakub,0.18,0.8,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,legia_warszawa_2016,Miroslav Radović,CAM,32,Serbia,1002,"Legia 4–8 Dortmund (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Borussia Dortmund,radovic_miroslav,0.5,0.42,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,legia_warszawa_2016,Radosław Cierzniak,GK,33,Poland,1002,"Legia 4–8 Dortmund (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Borussia Dortmund,cierzniak_radoslaw,0.5,0.95,0
29,29,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League,borussia_dortmund_2016 vs legia_warszawa_2016,legia_warszawa_2016,Aleksandar Prijović,ST,99,Serbia,1002,"Legia 4–8 Dortmund (Nov 22, 2016)",4-2-3-1,2016-17,Champions League,Borussia Dortmund,prijovic_aleksandar,0.5,0.2,0
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,as_monaco_2003_04,Patrice Evra,LB,3,France,1003,"Monaco 3–1 Real Madrid (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),Real Madrid,evra_patrice,0.18,0.8,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,as_monaco_2003_04,Hugo Ibarra,RB,4,Argentina,1003,"Monaco 3–1 Real Madrid (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),Real Madrid,ibarra_hugo,0.82,0.8,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,as_monaco_2003_04,Jaroslav Plašil,RW,6,Czech Republic,1003,"Monaco 3–1 Real Madrid (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),Real Madrid,plasil_jaroslav,0.82,0.35,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,as_monaco_2003_04,Ludovic Giuly,CAM,8,France,1003,"Monaco 3–1 Real Madrid (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),Real Madrid,giuly_ludovic,0.5,0.42,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,as_monaco_2003_04,Dado Pršo,LST,9,Croatia,1003,"Monaco 3–1 Real Madrid (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),Real Madrid,prso_dado,0.42,0.2,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,as_monaco_2003_04,Fernando Morientes,RST,10,Spain,1003,"Monaco 3–1 Real Madrid (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),Real Madrid,morientes_fernando,0.58,0.2,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,as_monaco_2003_04,Édouard Cissé,CM,14,France,1003,"Monaco 3–1 Real Madrid (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),Real Madrid,cisse_edouard,0.5,0.6,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,as_monaco_2003_04,Jérôme Rothen,LW,25,France,1003,"Monaco 3–1 Real Madrid (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),Real Madrid,rothen_jerome,0.18,0.35,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,as_monaco_2003_04,Julien Rodriguez,RCB,27,France,1003,"Monaco 3–1 Real Madrid (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),Real Madrid,rodriguez_julien,0.65,0.85,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,as_monaco_2003_04,Flavio Roma,GK,30,Italy,1003,"Monaco 3–1 Real Madrid (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),Real Madrid,roma_flavio,0.5,0.95,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,as_monaco_2003_04,Gaël Givet,LCB,32,France,1003,"Monaco 3–1 Real Madrid (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),Real Madrid,givet_gael,0.35,0.85,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,real_madrid_2003_04,Iker Casillas,GK,1,Spain,1004,"Real Madrid 1–3 Monaco (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),AS Monaco,casillas_iker,0.5,0.95,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,real_madrid_2003_04,Míchel Salgado,RB,2,Spain,1004,"Real Madrid 1–3 Monaco (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),AS Monaco,salgado_michel,0.82,0.8,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,real_madrid_2003_04,Roberto Carlos,LB,3,Brazil,1004,"Real Madrid 1–3 Monaco (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),AS Monaco,carlos_roberto,0.18,0.8,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,real_madrid_2003_04,Zinédine Zidane,RW,5,France,1004,"Real Madrid 1–3 Monaco (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),AS Monaco,zidane_zinedine,0.82,0.35,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,real_madrid_2003_04,Iván Helguera,RCB,6,Spain,1004,"Real Madrid 1–3 Monaco (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),AS Monaco,helguera_ivan,0.65,0.85,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,real_madrid_2003_04,Raúl,LST,7,Spain,1004,"Real Madrid 1–3 Monaco (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),AS Monaco,raul_gonzalez,0.42,0.2,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,real_madrid_2003_04,Ronaldo,RST,9,Brazil,1004,"Real Madrid 1–3 Monaco (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),AS Monaco,ronaldo_nazario,0.58,0.2,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,real_madrid_2003_04,Luís Figo,CAM,10,Portugal,1004,"Real Madrid 1–3 Monaco (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),AS Monaco,figo_luis,0.5,0.42,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,real_madrid_2003_04,Guti,LW,14,Spain,1004,"Real Madrid 1–3 Monaco (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),AS Monaco,guti,0.18,0.35,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,real_madrid_2003_04,Borja Fernández,CM,26,Spain,1004,"Real Madrid 1–3 Monaco (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),AS Monaco,borja_fernandez,0.5,0.6,1
30,30,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),as_monaco_2003_04 vs real_madrid_2003_04,real_madrid_2003_04,Álvaro Mejía,LCB,33,Spain,1004,"Real Madrid 1–3 Monaco (Apr 6, 2004)",4-4-2,2003-04,Champions League QF (2nd leg),AS Monaco,mejia_alvaro,0.35,0.85,1
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,ac_milan_2003_04,Dida,GK,1,Brazil,1006,"AC Milan 0–4 Deportivo (Apr 7, 2004)",4-3-1-2,2003-04,Champions League QF (2nd leg),Deportivo La Coruña,dida,0.5,0.95,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,ac_milan_2003_04,Cafú,RB,2,Brazil,1006,"AC Milan 0–4 Deportivo (Apr 7, 2004)",4-3-1-2,2003-04,Champions League QF (2nd leg),Deportivo La Coruña,cafu,0.82,0.8,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,ac_milan_2003_04,Paolo Maldini,LCB,3,Italy,1006,"AC Milan 0–4 Deportivo (Apr 7, 2004)",4-3-1-2,2003-04,Champions League QF (2nd leg),Deportivo La Coruña,maldini_paolo,0.35,0.85,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,ac_milan_2003_04,Andriy Shevchenko,LST,7,Ukraine,1006,"AC Milan 0–4 Deportivo (Apr 7, 2004)",4-3-1-2,2003-04,Champions League QF (2nd leg),Deportivo La Coruña,shevchenko_andriy,0.42,0.2,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,ac_milan_2003_04,Gennaro Gattuso,RCM,8,Italy,1006,"AC Milan 0–4 Deportivo (Apr 7, 2004)",4-3-1-2,2003-04,Champions League QF (2nd leg),Deportivo La Coruña,gattuso_gennaro,0.62,0.6,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,ac_milan_2003_04,Jon Dahl Tomasson,RST,10,Denmark,1006,"AC Milan 0–4 Deportivo (Apr 7, 2004)",4-3-1-2,2003-04,Champions League QF (2nd leg),Deportivo La Coruña,tomasson_jon_dahl,0.58,0.2,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,ac_milan_2003_04,Alessandro Nesta,RCB,13,Italy,1006,"AC Milan 0–4 Deportivo (Apr 7, 2004)",4-3-1-2,2003-04,Champions League QF (2nd leg),Deportivo La Coruña,nesta_alessandro,0.65,0.85,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,ac_milan_2003_04,Giuseppe Pancaro,LB,19,Italy,1006,"AC Milan 0–4 Deportivo (Apr 7, 2004)",4-3-1-2,2003-04,Champions League QF (2nd leg),Deportivo La Coruña,pancaro_giuseppe,0.18,0.8,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,ac_milan_2003_04,Clarence Seedorf,LCM,20,Netherlands,1006,"AC Milan 0–4 Deportivo (Apr 7, 2004)",4-3-1-2,2003-04,Champions League QF (2nd leg),Deportivo La Coruña,seedorf_clarence,0.38,0.6,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,ac_milan_2003_04,Andrea Pirlo,CM,21,Italy,1006,"AC Milan 0–4 Deportivo (Apr 7, 2004)",4-3-1-2,2003-04,Champions League QF (2nd leg),Deportivo La Coruña,pirlo_andrea,0.5,0.6,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,ac_milan_2003_04,Kaká,CAM,22,Brazil,1006,"AC Milan 0–4 Deportivo (Apr 7, 2004)",4-3-1-2,2003-04,Champions League QF (2nd leg),Deportivo La Coruña,kaka,0.5,0.42,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,deportivo_2003_04,José Molina,GK,1,Spain,1005,"Deportivo 4–0 AC Milan (Apr 7, 2004)",4-2-3-1,2003-04,Champions League QF (2nd leg),AC Milan,molina_jose,0.5,0.95,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,deportivo_2003_04,Manuel Pablo,RB,2,Spain,1005,"Deportivo 4–0 AC Milan (Apr 7, 2004)",4-2-3-1,2003-04,Champions League QF (2nd leg),AC Milan,manuel_pablo,0.82,0.8,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,deportivo_2003_04,Enrique Romero,LB,3,Spain,1005,"Deportivo 4–0 AC Milan (Apr 7, 2004)",4-2-3-1,2003-04,Champions League QF (2nd leg),AC Milan,romero_enrique,0.18,0.8,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,deportivo_2003_04,Aldo Duscher,RCM,6,Argentina,1005,"Deportivo 4–0 AC Milan (Apr 7, 2004)",4-2-3-1,2003-04,Champions League QF (2nd leg),AC Milan,duscher_aldo,0.62,0.6,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,deportivo_2003_04,Albert Luque,LW,7,Spain,1005,"Deportivo 4–0 AC Milan (Apr 7, 2004)",4-2-3-1,2003-04,Champions League QF (2nd leg),AC Milan,luque_albert,0.18,0.35,2
31,31,missing_xi_iconic_matches.csv,missing_xi_iconic_matches,Unknown,Champions League QF (2nd leg),deportivo_2003_04 vs ac_milan_2003_04,deportivo_2003_04,Mauro Silva,LCM,8,Brazil,1005,"Deportivo 4–0 AC Milan (Apr 7, 2004)",4-2-3-1,2003-04,Champions League QF (2nd leg),AC Milan,mauro_silva,0.38,0.6,2
